"name","description","longitude","latitude","address"
"Penderyn Church Sink",,"-3.5335386","51.765884","Saint Cynog, Church Road, Pontbren, Wales, CF44 9JR, United Kingdom"
"Upper Hepste  Tir-yr-Onnen Sink",,"-3.5029485","51.804764","Afon Hepste, CF44 0YJ, United Kingdom"
"Tir-Duweunydd North Sink",,"-3.5281043","51.79463","Hepstre Bridge, Wales, CF44 9JB, United Kingdom"
"Garreg Fawr Foxhole 2",,"-3.5005534","51.79422","Fan Cynffon Ysgyfarnog, CF44 0YJ, United Kingdom"
"Ogof T1",,"-3.5276284","51.794273","Hepstre Bridge, Wales, CF44 9JB, United Kingdom"
"Llygad Hepste Fechan",,"-3.5010424","51.8216",
"Ogof Abercwrier",,"-3.4955053","51.808624","Afon Hepste, CF44 0YJ, United Kingdom"
"Upper Hepste Llwyn Celyn Sink",,"-3.5261705","51.792324","Hepstre Bridge, Wales, CF44 9JB, United Kingdom"
"Ogof Fach",,"-3.4933925","51.77674","Hirwaun, Wales, United Kingdom"
"Tir-Duweunydd Well Cave",,"-3.5260983","51.79577","Hepstre Bridge, Wales, CF44 9JB, United Kingdom"
"Pen yr Eithin Quarries Rising",,"-3.5246758","51.76091","Bryn Onnen, Pontbren, Wales, CF44 9JA, United Kingdom"
"Ogof Fach Iawn",,"-3.4932363","51.77684","Hirwaun, Wales, United Kingdom"
"Sink in shakehole",,"-3.4912598","51.80174","Cadair Fawr, CF44 0YJ, United Kingdom"
"Hepste Fawr Road Cave",,"-3.525348","51.79631","Afon Hepste, United Kingdom"
"Nant Cwrier Bridge Rising",,"-3.4886804","51.815006",
"Shakehole Sink",,"-3.521641","51.790874","Hepstre Bridge, Wales, CF44 9JB, United Kingdom"
"Sink in Shakehole in the Sychbant Trough",,"-3.4869535","51.77665","Hirwaun, Wales, United Kingdom"
"Ogof Glan Hepste Dig",,"-3.5214038","51.79503","Afon Hepste, United Kingdom"
"Nant Cwrier Outcrop",,"-3.4880452","51.815544",
"Hepste Fawr Sinks  Right Hand",,"-3.5214155","51.795803","Afon Hepste, United Kingdom"
"Ogof Gorllewinol Cader Fawr",,"-3.4874334","51.80049","Cadair Fawr, CF44 0YJ, United Kingdom"
"Hepste Cave No 3",,"-3.5213466","51.795048","Afon Hepste, United Kingdom"
"The West Cave of the Cader Fawr Mountain",,"-3.4874334","51.80049","Cadair Fawr, CF44 0YJ, United Kingdom"
"Ffynnon Heol Brycheiniog 6",,"-3.487555","51.805946","Cadair Fawr, CF44 0YJ, United Kingdom"
"Twin Sink",,"-3.4851766","51.809044","Cadair Fawr, CF44 0YJ, United Kingdom"
"Ogof Cader Fawr",,"-3.4841523","51.805244","Cadair Fawr, CF44 0YJ, United Kingdom"
"Twin sink and dig",,"-3.4838555","51.809456",
"Sinks",,"-3.4818516","51.776222","Hirwaun, Wales, United Kingdom"
"Twll Carw Coch",,"-3.4756303","51.80322","Cadair Fawr, CF44 0YJ, United Kingdom"
"Mynydd Y Glog Shakehole sink 3",,"-3.4726038","51.7642","Mynydd-y-glog, CF44 0YJ, United Kingdom"
"Cwm Cadlan Road Sink",,"-3.4730778","51.78765","Llygad-yr-ŷch, United Kingdom"
"Garwnant Fawr Rising",,"-3.473555","51.809856",
"Esgair-carnau Rising",,"-3.4733305","51.816315",
"Ogof Fawr",,"-3.4719908","51.776093","Mynydd-y-glog, CF44 0YJ, United Kingdom"
"Sychbant Swallet",,"-3.471711","51.77595","Mynydd-y-glog, CF44 0YJ, United Kingdom"
"Limekiln Dig",,"-3.2170901","51.84305","Ffynnon-dwym-Hirgan, Blaen Onneu Quarry Pot, Wales, NP8 1LL, United Kingdom"
"Cave in quarry",,"-3.2164943","51.83764","Blaen Onneu Quarry Pot, Wales, NP8 1PZ, United Kingdom"
"Mynydd-Y-Glog Swallet 4",,"-3.4681497","51.77118","Mynydd-y-glog, CF44 0YJ, United Kingdom"
"Sink in Shakehole",,"-3.2150118","51.8311","Pwll Coch, United Kingdom"
"Carno Adit",,"-3.2139099","51.805763","Reservoir Road, Garnlydan, Wales, NP23 5DW, United Kingdom"
"Pwll Coch",,"-3.2126818","51.828094","Pwll Coch, United Kingdom"
"Derek's Dig",,"-3.3067782","51.814713","Ogof Ap Robert, Ogof Ap Robert, Wales, NP22 4ET, United Kingdom"
"Pwll Pirs",,"-3.306124","51.814667","Ogof Ap Robert, Ogof Ap Robert, Wales, NP22 4ET, United Kingdom"
"Crochen Sion Hopkin",,"-3.212889","51.839043","Ffynnon y Ddraenen, Blaen Onneu Quarry Pot, Wales, NP8 1PZ, United Kingdom"
"Ogof Pyrgad",,"-3.3007529","51.829655","Ogof Pyrgad, Ogof Pyrgad, Wales, LD3 7YT, United Kingdom"
"John Hopkin's Pot",,"-3.212889","51.839043","Ffynnon y Ddraenen, Blaen Onneu Quarry Pot, Wales, NP8 1PZ, United Kingdom"
"Sink in Shakehole",,"-3.2989142","51.80509","Cefn Pyllauduon, NP22 3AF, United Kingdom"
"Ogof Pant Lladron",,"-3.212889","51.839043","Ffynnon y Ddraenen, Blaen Onneu Quarry Pot, Wales, NP8 1PZ, United Kingdom"
"Heather Hole",,"-3.2973266","51.817482","Ffos y Wern, NP22 4HF, United Kingdom"
"Roadside Cave",,"-3.2120187","51.827183","Pwll Coch, United Kingdom"
"Ogof Ebill",,"-3.297023","51.821064","Ffos y Wern, NP22 4HF, United Kingdom"
"Wet Sink",,"-3.2944577","51.809517","Ogof Ap Robert, Wales, NP22 4ET, United Kingdom"
"Sink",,"-3.2113223","51.83043","Pwll Coch, United Kingdom"
"Lake Sink",,"-3.2925904","51.80864","Nant y Llechau, NP22 4HD, United Kingdom"
"Rock of Ages Dig",,"-3.2067573","51.842606","Ffynnon y Ddraenen, Blaen Onneu Quarry Pot, Wales, NP8 1PZ, United Kingdom"
"Pietras Dig",,"-3.2892396","51.832523","Twyn y Llyn, LD3 7YT, United Kingdom"
"Ogof Llungwyn",,"-3.1879635","51.837257","Pwll y Pasg, Swiss Passage, Wales, NP8 1PZ, United Kingdom"
"Sink in Shakehole",,"-3.2868698","51.835426","Clo Cadno, NP8 1NU, United Kingdom"
"Whitmonday Cave",,"-3.1879635","51.837257","Pwll y Pasg, Swiss Passage, Wales, NP8 1PZ, United Kingdom"
"Quarry Feature 1",,"-3.282558","51.816994","Trefil Road, Wales, NP22 4HF, United Kingdom"
"Pant Serthfa Spring 2",,"-3.281942","51.840775","Clo Cadno, NP8 1NU, United Kingdom"
"Nant Trefil Sink",,"-3.2810318","51.80974","Trefil Road, Wales, NP22 4HF, United Kingdom"
"Three Cave Hill Caves",,"-3.2794137","51.81406","Trevil Quarries, United Kingdom"
"North Rift",,"-3.2780144","51.815876","Trevil Quarries, United Kingdom"
"Wintles Tube",,"-3.2757246","51.811855","Trevil Quarries, United Kingdom"
"Ogof Hen Gwar Trefil",,"-3.275063","51.81411","Trevil Quarries, United Kingdom"
"Balcony Cave",,"-3.273562","51.81233","Trevil Quarries, United Kingdom"
"Reservoir Cave",,"-3.272923","51.809727","Railway Terrace, Trefil Road, Wales, NP22 4EY, United Kingdom"
"Sink in Shakehole",,"-3.2690558","51.80684","Railway Terrace, Trefil Road, Wales, NP22 4EY, United Kingdom"
"Ffynnon Sion Sieffre",,"-3.268103","51.798717","Trefil Road, Tredegar, Wales, NP22 4HH, United Kingdom"
"Chartist Cave",,"-3.2672079","51.828857","Chartist Cave, Wales, NP22 4HF, United Kingdom"
"Ogof Fawr",,"-3.2672079","51.828857","Chartist Cave, Wales, NP22 4HF, United Kingdom"
"Tylles Fawr",,"-3.2672079","51.828857","Chartist Cave, Wales, NP22 4HF, United Kingdom"
"Ogof Claisfer",,"-3.2670114","51.837368","Blaen Cwmcleisfer, Wales, NP8 1NU, United Kingdom"
"Claisfer Pot",,"-3.2666097","51.83598","Blaen Cwmcleisfer, Wales, NP8 1NU, United Kingdom"
"Claisfer Resurgence",,"-3.2657928","51.835835","Blaen Cwmcleisfer, Wales, NP8 1NU, United Kingdom"
"Crescent Cave",,"-3.2647157","51.82796","Crescent Cave, Crescent Cave, Wales, NP22 4HF, United Kingdom"
"Ffynnon Cae-Rhos",,"-3.2545297","51.836872","Ffynnon Cae-rhos, Ogof Cynnes, Wales, NP8 1LN, United Kingdom"
"Waen Rudd Swallet",,"-3.1859674","51.833664","Wind Tunnel, Wales, NP8 1PZ, United Kingdom"
"Ogof Cynnes",,"-3.2481313","51.830654","Ogof Cynnes, Ogof Cynnes, Wales, NP8 1LN, United Kingdom"
"Waun Ddu Spring 4",,"-3.1840875","51.841656","Waun Ddu, United Kingdom"
"Royal Welsh Cave",,"-3.2450535","51.830616","Ogof Cynnes, Wales, NP8 1LN, United Kingdom"
"Dig",,"-3.2414684","51.840614","Cwm Cleisfer, United Kingdom"
"Ogof Garn Galch",,"-3.2402146","51.841473","Cwm Cleisfer, United Kingdom"
"Ogof Ffw",,"-3.1833963","51.838554","Waun Ddu, United Kingdom"
"Twll Y Llwynog",,"-3.1804037","51.8329","Pwll y Gwynt, Wales, NP23 4SP, United Kingdom"
"Mantle's Hole",,"-3.2352424","51.843307","Chwar Blaenonneu Quarry, Blaen Onneu Quarry Pot, Wales, NP8 1LL, United Kingdom"
"Spring",,"-3.226028","51.8413","Blaen Onneu, Wales, NP8 1LN, United Kingdom"
"Ogof Gam",,"-3.180339","51.835426","Original Entrance, Wales, NP8 1LF, United Kingdom"
"Blaen Onneu Quarry Cave 4",,"-3.2223377","51.837955","Blaen Onneu Quarry Pot, Wales, NP8 1LL, United Kingdom"
"Aggie",,"-3.1803243","51.83542","Original Entrance, Wales, NP8 1LF, United Kingdom"
"Aggie Aggy",,"-3.1803243","51.83542","Original Entrance, Wales, NP8 1LF, United Kingdom"
"Pwll Blaen Onneu",,"-3.2222278","51.838192","Blaen Onneu Quarry Pot, Wales, NP8 1LL, United Kingdom"
"Ogof Bannau",,"-3.1798298","51.833717","Pwll y Gwynt, Pwll y Gwynt, Wales, NP23 4SP, United Kingdom"
"Pwll Gwynt",,"-3.1797745","51.833817","Pwll y Gwynt, Pwll y Gwynt, Wales, NP23 4SP, United Kingdom"
"Dig",,"-3.2208664","51.837227","Blaen Onneu Quarry Pot, Wales, NP8 1PZ, United Kingdom"
"Harding's Down Cave",,"-4.264336","51.595123","Harding's Down West Camp, Llangennith, Wales, SA3 1DT, United Kingdom"
"Ogof Morloi",,"-4.925459","51.59633","St. Govan's Head, SA71 5DZ, United Kingdom"
"Sea Cave",,"-4.2618175","51.553734","Deborah's Spring, Scurlage, Wales, SA3 1PE, United Kingdom"
"Star Rock Cave",,"-4.9215026","51.606678","Star Rock, United Kingdom"
"Culver Hole",,"-4.2140713","51.539833","Culver Hole, The Boarlands, Port Eynon, Wales, SA3 1NX, United Kingdom"
"Nichols Cave",,"-4.9142222","51.61028","Sandy Pit, Wales, SA71 5DZ, United Kingdom"
"Port Eynon Point Cave",,"-4.210291","51.5377","The Gower Society, Orchard Close, Port Eynon, Wales, SA3 1NZ, United Kingdom"
"Sandy Pit Cave",,"-4.913624","51.611534","Sandy Pit, Wales, SA71 5DZ, United Kingdom"
"Pothole",,"-4.901286","51.615814","Lattice Windows, Wales, SA71 5LS, United Kingdom"
"Stembridge Cave",,"-4.2129335","51.605503","North Gower Road, Oldwalls, Wales, SA3 1BT, United Kingdom"
"Cave",,"-4.9009633","51.615284","Lattice Windows, Wales, SA71 5LS, United Kingdom"
"Stouthall Cave",,"-4.2002172","51.58146","Stout hall, Knelston, Wales, SA3 1AN, United Kingdom"
"Stackpole Head Pothole",,"-4.900013","51.61171","Mowingword, SA71 5LS, United Kingdom"
"Llwyn-y-Bwch Swallet",,"-4.191117","51.602314","Oldwalls, Wales, SA3 1HA, United Kingdom"
"Little Hoyle Cave",,"-4.731986","51.666557","Trefloyne Park Golf Club, Longbury, Penally, Wales, SA70 7RH, United Kingdom"
"Old Quarry Pot",,"-4.1737022","51.608078","Malt Hall, Llanrhidian, Wales, SA3 1EN, United Kingdom"
"Cave",,"-4.718819","51.64231","Saint Margaret's Island, United Kingdom"
"Llanrhidian Rising",,"-4.1732907","51.608536","St. Illtyd's Church, Mill Lane, Llanrhidian, Wales, SA3 1EH, United Kingdom"
"Bat Hole",,"-4.172735","51.608997","St. Illtyd's Church, Mill Lane, Llanrhidian, Wales, SA3 1EH, United Kingdom"
"Rock Shelter",,"-4.7130713","51.640465","Little Sound, SA70 7PS, United Kingdom"
"Holywell Rising",,"-4.1708617","51.5879","Cefn Bryn, South Gower Road, Ilston, Wales, SA3 1LD, United Kingdom"
"Moor Mills Sink",,"-4.159894","51.60015","Gower National Landscape, United Kingdom"
"Sea Cave",,"-4.7091045","51.641815","Star Cliff, SA70 7UJ, United Kingdom"
"Underhill Well",,"-4.1570253","51.571617","Underhill Cottage, South Gower Road, Ilston, Wales, SA3 2HN, United Kingdom"
"Underhill West Rising",,"-4.1570253","51.571617","Underhill Cottage, South Gower Road, Ilston, Wales, SA3 2HN, United Kingdom"
"Periswood Farm Swallet",,"-4.1542926","51.576683","Perriswood Archery & Falconry Centre, South Gower Road, Ilston, Wales, SA3 2HN, United Kingdom"
"Cathedral Cave",,"-4.7074366","51.640503","Star Cliff, SA70 7UJ, United Kingdom"
"Perriswood Sink",,"-4.1542926","51.576683","Perriswood Archery & Falconry Centre, South Gower Road, Ilston, Wales, SA3 2HN, United Kingdom"
"Star Cliff Cave",,"-4.7074366","51.640503","Star Cliff, SA70 7UJ, United Kingdom"
"Cave",,"-4.1522846","51.54458","Oxwich Point 'Chain Home Low' Radar Station (WWII), Oxwich, Gower, Wales, SA3 1LT, United Kingdom"
"Church Sink",,"-4.1466513","51.575016","St. Nicholas's, South Gower Road, Ilston, Wales, SA3 2HN, United Kingdom"
"Nicholaston West Rising",,"-4.144994","51.57108","Nicholaston Pill, SA3 2HN, United Kingdom"
"Cave",,"-4.695568","51.64024","Caldey Island Ferry, Cliff Top Walk, Wales, SA70 7UH, United Kingdom"
"Daw Hole",,"-4.1219087","51.569008","Odin's Cave, SA3 2HD, United Kingdom"
"Llethrid Quarry Cave 1",,"-4.1223607","51.600388","North Gower Road, Ilston, Wales, SA2 7LH, United Kingdom"
"Sea Cave",,"-4.690289","51.631634","The Flats, SA70 7UH, United Kingdom"
"Llethrid Swallet",,"-4.1221285","51.600365","North Gower Road, Ilston, Wales, SA2 7LH, United Kingdom"
"Tooth Cave",,"-4.1213794","51.59823","Gower Way 15A, Ilston, Wales, SA2 7LH, United Kingdom"
"Cave / Resurgence",,"-4.689006","51.631935","The Flats, SA70 7UH, United Kingdom"
"Green Cwm Well",,"-4.1162386","51.59294","Gower Way 15, Ilston, Wales, SA2 7LH, United Kingdom"
"Cathole",,"-4.1124635","51.589996","Cathole Cave, South Gower Road, Ilston, Wales, SA3 2HB, United Kingdom"
"Rock Shelter",,"-4.6855383","51.641727","High Cliff, SA70 7UJ, United Kingdom"
"Cathole Lower Cave",,"-4.1120577","51.589962","Cathole Cave, South Gower Road, Ilston, Wales, SA3 2HB, United Kingdom"
"Kitchen Well",,"-4.110156","51.586308","Parc le Breos Burial Chamber, South Gower Road, Ilston, Wales, SA3 2HB, United Kingdom"
"Stalactite Cave",,"-4.6851053","51.64174","High Cliff, SA70 7UJ, United Kingdom"
"Wellhead Rising",,"-4.109909","51.58721","Parc le Breos Burial Chamber, South Gower Road, Ilston, Wales, SA3 2HB, United Kingdom"
"Potter's Cave",,"-4.6845384","51.64193","High Cliff, SA70 7UJ, United Kingdom"
"Gomer William's Hole",,"-4.0999184","51.56621","White Cove, SA3 2AL, United Kingdom"
"St. Sampson's Cave",,"-4.6845384","51.64193","High Cliff, SA70 7UJ, United Kingdom"
"Ravenscliff Cave",,"-4.0993824","51.565548","Ravenscliff Gully, SA3 2DE, United Kingdom"
"Fern Cave",,"-4.0984764","51.56624","Ravenscliff Gully, SA3 2DE, United Kingdom"
"Spurge Hole",,"-4.0979533","51.56584","White Edge, SA3 2DE, United Kingdom"
"Frank's Hole",,"-4.0976853","51.5663","White Edge, SA3 2DE, United Kingdom"
"Cave",,"-4.6814537","51.631298","Red Stack, SA70 7UH, United Kingdom"
"Devil's Kitchen",,"-4.097045","51.565544","White Edge, SA3 2DE, United Kingdom"
"Cave / Resurgence",,"-4.681625","51.64155","Den Point, SA70 7UJ, United Kingdom"
"Nanna's Cave",,"-4.6810102","51.64093","Den Point, SA70 7UJ, United Kingdom"
"Forester's Cave",,"-4.092285","51.564957","Foxhole, SA3 2DE, United Kingdom"
"Foxhole",,"-4.089002","51.565735","Westcliff, Southgate, Wales, SA3 2AN, United Kingdom"
"Minchin Hole",,"-4.085925","51.56156","Minchen Hole, SA3 2AS, United Kingdom"
"Ilston Cwm Cave",,"-4.0847487","51.592606","St. Illtyd's, South Gower Road, Ilston, Wales, SA3 2EE, United Kingdom"
"Allen's Hole",,"-4.082412","51.562027","Pantheon, SA3 2AS, United Kingdom"
"Bowen's Parlour",,"-4.082412","51.562027","Pantheon, SA3 2AS, United Kingdom"
"Crow Hole",,"-4.0810113","51.562954","Golden Wall, SA3 2AS, United Kingdom"
"Bosco's Den",,"-4.079529","51.56208","Bucketland, SA3 2AW, United Kingdom"
"Courthouse Lower Rising",,"-4.0803595","51.591335","Courthouse Wood, SA2 7LD, United Kingdom"
"Courthouse Cave 1",,"-4.0800753","51.59143","Courthouse Wood, SA2 7LD, United Kingdom"
"Bacon Hole",,"-4.078219","51.561832","Bacon Hole, Eastcliff, Southgate, Wales, SA3 2AS, United Kingdom"
"Courthouse Main Flood Rising",,"-4.07935","51.591354","Canisland Wood, SA3 2EB, United Kingdom"
"Hunts Cave",,"-4.0765753","51.562176","Bacon Hole, Eastcliff, Southgate, Wales, SA3 2AS, United Kingdom"
"Courthouse Middle Sink",,"-4.0774827","51.591568","Canisland Wood, SA3 2EB, United Kingdom"
"Courthouse Pram Sink",,"-4.0776043","51.60056","Swansea Airport, Fairwood Common, Swansea, Wales, SA2 7JU, United Kingdom"
"Courthouse Upper Sink",,"-4.0750346","51.5917","Canisland Wood, SA3 2EB, United Kingdom"
"Ogof Cregyn",,"-4.0688653","51.560783","Pennard Buttress, SA3 2AT, United Kingdom"
"Widegate Rising",,"-4.0690746","51.57175","Widegate, Pennard, Wales, SA3 2AB, United Kingdom"
"Ogof Baynton",,"-4.0592136","51.575478","Bishopston Valley, SA3 3DP, United Kingdom"
"Gut Hole",,"-4.0592656","51.57822","Guzzle Hole, Belvedere Close, Kittle, Wales, SA3 3LA, United Kingdom"
"Guzzle Hole",,"-4.0592656","51.57822","Guzzle Hole, Belvedere Close, Kittle, Wales, SA3 3LA, United Kingdom"
"Meander Cave",,"-4.0591373","51.578583","Guzzle Hole, Belvedere Close, Kittle, Wales, SA3 3LA, United Kingdom"
"Bishopston Valley West Rising",,"-4.0586033","51.576344","Bishopston Valley, SA3 3DP, United Kingdom"
"Ogof Mahtoc",,"-4.0585933","51.57931","Guzzle Hole, Belvedere Close, Kittle, Wales, SA3 3LA, United Kingdom"
"Scree Cave",,"-4.058331","51.576706","Bishopston Valley, SA3 3DP, United Kingdom"
"Gulver Pit",,"-4.0585055","51.58057","Guzzle Hole, Belvedere Close, Kittle, Wales, SA3 3LA, United Kingdom"
"Bishopston Valley Cave 5",,"-4.0583024","51.582462","Belvedere Close, Kittle, Wales, SA3 3LA, United Kingdom"
"Ledge Cave",,"-4.05801","51.58238","Belvedere Close, Kittle, Wales, SA3 3LA, United Kingdom"
"Lower Daw Pit Sink",,"-4.0580225","51.58265","Belvedere Close, Kittle, Wales, SA3 3LA, United Kingdom"
"Ogof Ci Coch",,"-4.0578294","51.581573","Belvedere Close, Kittle, Wales, SA3 3LA, United Kingdom"
"Ogof Canddo",,"-4.057833","51.58166","Belvedere Close, Kittle, Wales, SA3 3LA, United Kingdom"
"Kettle Collapse",,"-4.057894","51.583008","Kittle Green, Kittle, Wales, SA3 3JX, United Kingdom"
"Ogof Hentecil",,"-4.0579023","51.58319","Kittle Green, Kittle, Wales, SA3 3JX, United Kingdom"
"Ogof Rellaw",,"-4.057673","51.581306","Belvedere Close, Kittle, Wales, SA3 3LA, United Kingdom"
"Daw Cave",,"-4.057025","51.582935","Kittle Green, Kittle, Wales, SA3 3JX, United Kingdom"
"Bishopston Sink",,"-4.0566244","51.58366","Old Kittle Road, Kittle, Wales, SA3 3JU, United Kingdom"
"Barland's Quarry Cave",,"-4.05635","51.587173","Barland Quarry, Pennard Road, Kittle, Wales, SA3 3JU, United Kingdom"
"Kittle Hill Cave 2",,"-4.0556545","51.58615","Pennard Road, Kittle, Wales, SA3 3JT, United Kingdom"
"Back Garden Cave",,"-4.054592","51.585","St Teilo's, Church Lane, Kittle, Wales, SA3 3JT, United Kingdom"
"Big Rock Cave",,"-4.039216","51.58172","Manselfield Road, Murton, Wales, SA3 3JJ, United Kingdom"
"Caswell Valley Sink",,"-4.039216","51.58172","Manselfield Road, Murton, Wales, SA3 3JJ, United Kingdom"
"Espalone",,"-4.039216","51.58172","Manselfield Road, Murton, Wales, SA3 3JJ, United Kingdom"
"Murton Stream Sink",,"-4.039216","51.58172","Manselfield Road, Murton, Wales, SA3 3JJ, United Kingdom"
"Ogof Carreg Mawr",,"-4.039216","51.58172","Manselfield Road, Murton, Wales, SA3 3JJ, United Kingdom"
"Ogof Ystlum",,"-4.038224","51.569233","Redcliffe Flats, Caswell Road, Manselfield, Wales, SA3 3BS, United Kingdom"
"Doline",,"-2.8394117","51.62179","Penyworlod Farm, Newport, Wales, United Kingdom"
"Caswell Sea Cave 6",,"-4.0368824","51.568268","Redcliffe Flats, Caswell Road, Manselfield, Wales, SA3 3BS, United Kingdom"
"Caswell Bay Bone Cave",,"-4.0366","51.570026","Redcliffe Flats, Caswell Road, Manselfield, Wales, SA3 3BS, United Kingdom"
"Penhow Spring",,"-2.830621","51.607105","The Knoll, NP26 3BD, United Kingdom"
"St. Brides Mill Spring",,"-2.830621","51.607105","The Knoll, NP26 3BD, United Kingdom"
"Caswell East Rising",,"-4.035789","51.569637","Redcliffe Flats, Caswell Road, Manselfield, Wales, SA3 3BS, United Kingdom"
"Grey Hill Sinks",,"-2.8216321","51.62911","Trostry Lane, Newport, Wales, NP26, United Kingdom"
"Wentwood Reservoir Sinks",,"-2.8216321","51.62911","Trostry Lane, Newport, Wales, NP26, United Kingdom"
"Llanfair Discoed 2",,"-2.805296","51.6285","Llanvair Discoed Castle, Usk Road, Llanvair-Discoed, Wales, NP16 6RA, United Kingdom"
"Cave",,"-4.0308266","51.568375","Caswell Bay, SA3 4RY, United Kingdom"
"Cas Troggy",,"-2.7826507","51.630634","Llanmelin Hill Fort, Usk Road, Llanvair-Discoed, Wales, NP16 6LU, United Kingdom"
"Nedern Sink",,"-2.7826507","51.630634","Llanmelin Hill Fort, Usk Road, Llanvair-Discoed, Wales, NP16 6LU, United Kingdom"
